,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Tradeand Other Payables Non Current,,,,0.0
Non Current Deferred Liabilities,520000000.0,495000000.0,576000000.0,519000000.0
Non Current Deferred Taxes Liabilities,520000000.0,495000000.0,576000000.0,519000000.0
Long Term Debt And Capital Lease Obligation,38477000000.0,33596000000.0,32888000000.0,32734000000.0
Long Term Capital Lease Obligation,,,40000000.0,153000000.0
Long Term Debt,38477000000.0,33596000000.0,32888000000.0,32581000000.0
Current Liabilities,41064000000.0,33125000000.0,27872000000.0,23481000000.0
Other Current Liabilities,1130000000.0,1231000000.0,228000000.0,
Current Deferred Liabilities,1127000000.0,956000000.0,991000000.0,1647000000.0
Current Deferred Revenue,1127000000.0,956000000.0,991000000.0,1647000000.0
Current Debt And Capital Lease Obligation,25215000000.0,18605000000.0,15803000000.0,13561000000.0
Current Capital Lease Obligation,306000000.0,323000000.0,302000000.0,318000000.0
Current Debt,24909000000.0,18282000000.0,15501000000.0,13243000000.0
Other Current Borrowings,15326000000.0,13177000000.0,12935000000.0,11631000000.0
Commercial Paper,9100000000.0,4703000000.0,2230000000.0,1238000000.0
Current Notes Payable,483000000.0,402000000.0,336000000.0,374000000.0
Pensionand Other Post Retirement Benefit Plans Current,2152000000.0,1528000000.0,1531000000.0,1146000000.0
Payables And Accrued Expenses,11440000000.0,10805000000.0,9319000000.0,7127000000.0
Current Accrued Expenses,5705000000.0,4925000000.0,4283000000.0,3262000000.0
Interest Payable,434000000.0,288000000.0,251000000.0,181000000.0
Payables,5735000000.0,5880000000.0,5036000000.0,3865000000.0
Other Payable,316000000.0,377000000.0,316000000.0,860000000.0
Dueto Related Parties Current,6000000.0,11000000.0,143000000.0,105000000.0
Dividends Payable,388000000.0,343000000.0,329000000.0,244000000.0
Total Tax Payable,1558000000.0,1255000000.0,1075000000.0,730000000.0
Income Tax Payable,1558000000.0,1255000000.0,1075000000.0,730000000.0
Accounts Payable,3467000000.0,3894000000.0,3173000000.0,1926000000.0
Total Assets,104087000000.0,90030000000.0,84114000000.0,75091000000.0
Total Non Current Assets,27718000000.0,25942000000.0,25526000000.0,23730000000.0
Other Non Current Assets,411000000.0,358000000.0,371000000.0,2432000000.0
Defined Pension Benefit,3007000000.0,3730000000.0,3601000000.0,863000000.0
Non Current Deferred Assets,2240000000.0,1207000000.0,1318000000.0,1499000000.0
Non Current Deferred Taxes Assets,1814000000.0,824000000.0,1037000000.0,1499000000.0
Duefrom Related Parties Non Current,,,,31000000.0
Non Current Accounts Receivable,1953000000.0,1783000000.0,1725000000.0,1220000000.0
Financial Assets,292000000.0,373000000.0,275000000.0,
Investments And Advances,126000000.0,117000000.0,175000000.0,193000000.0
Long Term Equity Investment,126000000.0,117000000.0,175000000.0,193000000.0
Investmentsin Associatesat Cost,126000000.0,117000000.0,175000000.0,193000000.0
Goodwill And Other Intangible Assets,5483000000.0,5277000000.0,4848000000.0,4408000000.0
Other Intangible Assets,1583000000.0,1590000000.0,1557000000.0,1327000000.0
Goodwill,3900000000.0,3687000000.0,3291000000.0,3081000000.0
Net PPE,14206000000.0,13097000000.0,13213000000.0,13115000000.0
Accumulated Depreciation,-10517000000.0,-10024000000.0,-10300000000.0,-9824000000.0
Gross PPE,24723000000.0,23121000000.0,23513000000.0,22939000000.0
Construction In Progress,2478000000.0,2160000000.0,2143000000.0,2361000000.0
Other Properties,10559000000.0,10093000000.0,10598000000.0,10177000000.0
Machinery Furniture Equipment,6613000000.0,6208000000.0,6123000000.0,5936000000.0
Buildings And Improvements,4735000000.0,4386000000.0,4352000000.0,4179000000.0
Land And Improvements,338000000.0,274000000.0,297000000.0,286000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,76369000000.0,64088000000.0,58588000000.0,51361000000.0
Hedging Assets Current,667000000.0,709000000.0,13000000.0,
Restricted Cash,162000000.0,167000000.0,108000000.0,
Prepaid Assets,167000000.0,185000000.0,193000000.0,
Inventory,8219000000.0,8539000000.0,6836000000.0,4999000000.0
Inventories Adjustments Allowances,-2365000000.0,-2500000000.0,-2110000000.0,-1650000000.0
Other Inventories,59000000.0,44000000.0,55000000.0,
Finished Goods,5435000000.0,5363000000.0,4373000000.0,4006000000.0
Work In Process,1010000000.0,1190000000.0,994000000.0,648000000.0
Raw Materials,4080000000.0,4442000000.0,3524000000.0,1995000000.0
Receivables,58750000000.0,48980000000.0,42693000000.0,38655000000.0
Other Receivables,51008000000.0,42570000000.0,38458000000.0,34453000000.0
Duefrom Related Parties Current,3000000.0,0.0,27000000.0,31000000.0
Accounts Receivable,7739000000.0,6410000000.0,4208000000.0,4171000000.0
Allowance For Doubtful Accounts Receivable,-35000000.0,-36000000.0,-41000000.0,-39000000.0
Gross Accounts Receivable,7774000000.0,6446000000.0,4249000000.0,4210000000.0
Cash Cash Equivalents And Short Term Investments,8404000000.0,5508000000.0,8745000000.0,7707000000.0
Other Short Term Investments,946000000.0,734000000.0,728000000.0,641000000.0
Cash And Cash Equivalents,7458000000.0,4774000000.0,8017000000.0,7066000000.0
