,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Goodwill And Other Intangible Assets,1196300000.0,1170500000.0,1332200000.0,1327300000.0
Other Intangible Assets,334600000.0,347500000.0,420700000.0,435800000.0
Goodwill,861700000.0,823000000.0,911500000.0,891500000.0
Net PPE,18446100000.0,15055300000.0,14020800000.0,12441500000.0
Accumulated Depreciation,-15274200000.0,-13999600000.0,-14234200000.0,-13211500000.0
Gross PPE,33720300000.0,29054900000.0,28255000000.0,25653000000.0
Construction In Progress,6159100000.0,3876700000.0,2945100000.0,1884200000.0
Other Properties,974000000.0,694800000.0,566200000.0,376800000.0
Machinery Furniture Equipment,24722700000.0,22785400000.0,23348500000.0,22097400000.0
Buildings And Improvements,1543700000.0,1431300000.0,1083100000.0,997800000.0
Land And Improvements,320800000.0,266700000.0,312100000.0,296800000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,5200500000.0,6282900000.0,8376300000.0,8684900000.0
Other Current Assets,97300000.0,76300000.0,161800000.0,132900000.0
Hedging Assets Current,73500000.0,114400000.0,59800000.0,97500000.0
Current Deferred Assets,89000000.0,84100000.0,125500000.0,109900000.0
Prepaid Assets,177000000.0,156800000.0,119400000.0,164500000.0
Inventory,651800000.0,514200000.0,453900000.0,404800000.0
Finished Goods,211600000.0,162000000.0,150700000.0,134500000.0
Work In Process,28400000.0,22000000.0,24000000.0,21300000.0
Raw Materials,411800000.0,330200000.0,279200000.0,249000000.0
Receivables,2162700000.0,2035400000.0,1655100000.0,1417400000.0
Other Receivables,252700000.0,146800000.0,203800000.0,142600000.0
Taxes Receivable,209600000.0,94200000.0,,
Accounts Receivable,1700400000.0,1794400000.0,1451300000.0,1274800000.0
Allowance For Doubtful Accounts Receivable,-22900000.0,-24100000.0,-25100000.0,
Gross Accounts Receivable,1723300000.0,1818500000.0,1476400000.0,
Cash Cash Equivalents And Short Term Investments,1949200000.0,3301700000.0,5800800000.0,6357900000.0
Other Short Term Investments,332200000.0,590700000.0,1331900000.0,1104900000.0
Cash And Cash Equivalents,1617000000.0,2711000000.0,4468900000.0,5253000000.0
